15.4743,-37.3276,589.1885
39.3416,1.5454,577.8274
-52.2267,-64.311,537.1229
86.8443,-27.416,529.2535
-43.3245,144.6639,574.5577
-72.4615,45.6085,570.5391
8.5853,100.7964,569.9713
-13.1946,46.251,584.0724
-31.0448,85.1862,588.7015
-53.4282,151.6361,556.0472
-6.5553,-95.0749,549.1611
54.2982,4.388,556.6948
-22.4844,89.68,579.8466
77.2579,-6.4712,526.1344
-89.9147,-9.9582,520.6151
66.2973,-79.7131,526.6525
76.3838,-52.1805,542.8855
65.1002,-47.4198,548.734
-89.2494,39.3735,542.7915
5.4628,-74.4174,567.7589
-6.3357,-52.4992,589.5364
-89.2662,-8.6577,521.2594
9.9984,-53.4533,590.0929
43.8319,-107.332,572.7891
29.4442,-2.3712,584.2328
12.2534,-51.5995,590.3219
23.7556,9.1628,583.1885
43.6888,1.2474,565.3622
-103.3664,98.5834,549.6298
-89.4546,17.1582,551.9955
63.8702,3.4992,561.0123
3.2226,26.3619,577.5361
-54.8454,141.1477,574.269
50.9838,85.0164,532.8148
10.3287,17.0614,576.6075
-4.3907,73.634,577.0571
-10.7444,63.9473,600.6566
-58.9472,-55.7561,556.2198
-17.3171,98.907,578.8007
-56.7701,133.5418,575.0866
-87.7669,140.9182,554.8808
44.1366,112.1095,541.7348
67.2722,38.5521,547.1193
-2.5517,-91.9762,564.0271
-82.1392,12.6587,542.0724
40.8955,77.3894,562.5902
5.5014,5.3321,577.5894
-24.4276,51.9383,605.8348
61.0941,56.8681,534.0025
34.058,121.6331,547.6783
-82.1663,140.5777,575.0797
33.5661,110.9318,534.4387
72.1544,53.7396,519.9039
-30.8967,91.92,580.4136
-28.8016,44.0443,581.7624
-43.7866,96.9772,585.3231
37.1278,3.2578,577.9555
54.0998,-115.7145,534.4996
74.9717,-9.0958,530.6943
-42.6863,46.7309,574.2081
-38.7801,-6.9765,567.3987
-55.4788,158.5456,580.0964
59.8279,-58.4617,550.3305
-33.8949,48.1384,580.168
-59.5165,119.347,575.0952
-42.9774,116.2146,578.2362
-87.1461,97.5574,568.4195
-6.258,67.0138,596.8066
-24.8623,-47.5562,567.5712
-46.4918,139.5138,575.5428
-22.1813,-103.7301,531.9501
-90.9809,5.3738,525.6968
-50.9483,12.6496,576.5289
19.7064,-34.6346,588.7083
-106.9663,110.1102,529.1692
-50.8639,57.9052,572.1933
-84.8514,-37.9691,520.0792
42.4106,-78.7505,565.5308
-19.3011,28.9618,599.6708
15.7337,-22.172,592.778
-104.1173,108.5182,543.1174
-53.859,66.3659,578.5728
33.2013,34.8799,566.947
9.4083,52.0757,572.7374
-4.1729,28.6298,580.5182
-35.5907,34.9411,587.4771
3.8746,49.1523,585.7354
37.4011,-85.8865,550.535
71.7478,54.4879,540.3782
-20.5946,42.9612,604.1661
21.6143,-55.6843,587.912
73.395,45.9329,536.4687
6.6888,24.3997,586.9481
-11.0703,151.7878,533.965
-54.3809,159.7069,531.748
-82.702,145.7449,561.5493
-54.7397,139.2833,588.4634
-53.8971,-22.1192,565.836
-62.2722,44.74,564.9962
39.4173,-108.9028,575.3654
32.2433,87.864,551.3606
80.1927,-13.1987,522.5451
42.1862,61.4397,550.0388
23.7642,69.3001,562.2379
-38.5471,84.8325,589.6296
9.3537,50.3654,573.3346
-25.8071,79.6098,579.7275
-6.5892,44.0364,581.7504
-74.4072,-19.6148,551.7775
-8.0969,23.1439,597.6194
-76.8799,149.8151,572.3649
-84.1919,-17.7776,543.4921
22.7278,-133.6965,539.1513
-84.4119,145.0116,556.7403
3.2882,-101.8092,522.8969
70.37,48.8247,520.3862
34.1187,40.8549,574.5068
32.286,35.0509,578.0233
17.9999,23.0875,573.6131
17.0864,128.6842,542.7031
0.0051,80.4713,578.7515
-6.753,160.0206,528.978
14.9561,75.094,576.4069
52.4367,57.467,558.2032
-10.1198,122.7952,581.0084
-8.4806,67.7791,598.1615
-20.9328,87.5628,589.4871
-9.9507,67.8279,585.3348
-78.9913,100.4324,576.088
-44.1888,125.2081,576.8505
-47.1804,-34.2735,571.3336
-55.6033,-32.8364,565.6752
-14.0674,124.7343,583.2555
-62.3931,-30.0774,559.8162
-56.8896,-41.4547,561.2228
-57.8875,-28.5991,562.8738
37.3759,83.8076,548.7999
-89.3231,-12.2276,520.3875
-51.0187,-30.0185,557.5402
-79.9422,107.5806,565.3369
57.3291,0.7965,567.0449
-5.7887,138.5286,574.6344
51.7384,10.6795,565.9816
-66.7562,63.7196,563.5883
-1.1514,13.1929,593.5417
63.2042,52.3399,547.7281
-25.6694,-79.5412,553.359
-25.6684,66.9232,587.3336
-65.0444,148.7239,525.9651
5.0813,113.211,564.3096
38.3458,88.1595,561.5914
-81.2712,-6.9258,549.1568
52.8995,87.1422,549.4302
-22.8604,-87.9947,561.3448
-112.0099,26.6397,523.2772
50.3932,99.3682,544.7944
-67.9862,-64.7217,530.606
47.8218,74.9917,541.5505
49.9123,60.7071,543.6124
64.3064,53.6234,546.8757
58.3576,-62.1594,550.3223
-24.5841,149.7341,568.9463
78.2834,25.909,543.7247
-17.908,148.6255,579.8151
59.4008,12.6704,548.6133
61.1504,38.5333,541.0112
57.1539,41.2084,542.278
60.0386,42.5513,554.0231
30.2013,119.7807,553.2757
-102.5819,67.0312,528.5093
31.7309,90.7273,549.3939
-9.8004,-95.4416,545.2279
-1.6338,-98.3743,555.3096
-76.2469,141.0217,582.046
26.1222,104.6572,559.7408
-75.4441,122.0835,580.6566
22.6405,96.1954,563.8256
54.969,109.0451,519.7526
16.6127,122.4128,548.891
37.8366,3.5176,577.3728
54.688,-19.444,569.548
-18.4957,151.3955,556.7109
-13.0979,159.887,563.3837
-0.7766,153.9368,556.22
17.4583,-8.5243,590.5461
33.4794,114.7888,552.3156
-33.1773,-86.8344,533.627
-59.7011,141.0668,588.2846
-2.8689,157.6079,547.1104
-26.304,-93.3487,526.3074
-108.1302,57.4483,541.4833
80.4641,-6.0898,543.7481
-15.9192,16.3861,594.4448
-88.0407,-30.3951,538.8085
53.4252,19.1326,565.5818
-44.7532,50.7262,590.0884
-100.5448,65.4894,547.9625
1.0015,-88.7324,568.3847
0.889,-81.57,575.306
2.3482,-63.4167,571.409
41.2615,101.1796,528.8657
-0.257,-61.5101,587.3662
20.1265,124.7593,541.1104
37.312,109.1895,528.4897
-6.8518,-44.9633,588.2775
42.764,112.4159,544.0027
-80.4116,104.404,576.8914
69.0923,46.6174,542.7697
62.6583,45.5895,537.5604
42.1016,4.7152,565.8612
64.2388,49.2681,531.8713
9.8484,-6.7561,592.8109
72.0261,47.3101,538.0952
-92.7228,-12.7546,534.6233
44.7229,-130.8887,580.413
57.901,70.6082,531.9407
-33.997,157.2244,523.9268
-107.5532,20.8423,532.8221
-21.9541,31.2313,599.4925
-48.4051,56.9063,573.0309
47.0703,-99.1001,558.1208
-97.5242,80.031,537.1528
-119.7292,50.0186,525.737
-115.2439,39.8507,529.387
-98.041,53.6536,534.3534
-103.1342,55.8765,525.9758
0.7451,52.6189,587.3715
-85.0527,133.4531,526.2122
-87.734,143.266,540.3398
-95.7859,75.1275,554.752
-44.019,143.1579,574.983
-32.479,-57.695,577.1006
-99.5878,83.8842,551.8508
-41.1389,-58.7283,570.3109
