-96.6789,107.9489,536.7731
-92.262,81.2406,553.9457
-92.3638,81.5371,554.1669
-92.5284,81.4342,554.2685
-92.0932,82.1175,554.3027
-92.3773,81.966,554.4564
-92.8274,81.6269,554.6268
-92.3863,82.1491,554.6332
-92.8326,81.7833,554.7327
-92.4805,82.2312,554.814
-92.5857,82.3006,554.9828
-89.0321,80.8868,551.6603
-89.0607,81.4064,551.7269
-89.222,80.8829,551.8369
-89.0858,81.6033,551.7527
-89.5888,80.1608,552.0147
-89.6867,80.7062,552.1327
-89.3077,81.4264,552.11
-89.2229,81.8319,552.1166
-89.7596,80.8797,552.251
-89.2786,81.9649,552.29
-89.2164,82.286,552.3027
-89.9434,81.06,552.4785
-89.5449,81.6075,552.4625
-89.2136,82.5041,552.4765
-89.9444,81.2406,552.5798
-89.4052,82.145,552.5665
-90.3078,81.0617,552.7487
-89.4204,82.5415,552.8328
-89.6437,82.1465,552.8315
-90.0902,81.9701,553.101
-89.3878,82.8377,553.0145
-89.7765,82.5938,553.226
-89.2291,83.0647,553.0134
-90.4455,81.9233,553.3359
-89.5732,83.042,553.3806
-90.464,82.3259,553.5724
-89.7564,83.0446,553.5562
-90.5051,82.5459,553.742
-89.6709,83.4273,553.8553
-90.4034,82.8418,553.9175
-89.2278,83.9679,554.0324
-89.9438,83.4062,554.1005
-90.6107,83.0672,554.3228
-89.7274,83.8728,554.453
-88.944,84.4181,554.2085
-89.6392,83.9599,554.4772
-90.5217,83.5137,554.762
-89.3622,84.3203,554.6422
-90.3154,83.7239,554.8329
-89.3668,84.468,554.8267
-89.7821,84.2718,555.0129
-89.7341,84.4968,555.2216
-1.3478,113.6088,569.7911
-1.7099,113.507,569.7906
-1.3485,113.6779,569.9641
-2.0663,113.4912,570.1564
-1.3505,113.7314,570.0557
-0.9747,113.9951,570.1704
-1.8868,113.5919,570.3377
-1.3309,113.8886,570.2603
-2.4264,113.5235,570.5164
-1.3203,114.0148,570.5159
-2.4242,113.5456,570.6423
-2.7771,113.6005,570.8809
-2.4272,113.6399,571.0589
-4.0482,113.5937,571.9631
-3.6904,113.7092,572.0977
-4.2321,113.5848,572.324
-4.7082,113.4993,572.507
-4.4043,113.6054,572.6768
-7.2901,113.7936,573.0426
-6.9345,113.6607,573.0438
-6.3932,113.5875,573.2245
-8.0181,114.1801,573.2259
-8.1969,114.3289,573.4041
-6.7764,113.7534,573.376
-5.674,113.4901,573.23
-8.7203,114.6338,573.5742
-6.758,113.8536,573.5928
-8.4214,114.5878,573.7899
-8.0265,114.4133,573.7783
-6.5818,113.8861,573.7777
-9.1056,114.9342,573.9511
-7.7577,114.3847,573.9579
-6.9812,114.0863,573.9441
-8.9348,114.9675,574.1784
-7.1187,114.2753,574.2458
-6.2098,113.9177,574.1241
-9.1042,115.0484,574.3129
-5.8679,113.9121,574.3169
-8.6931,115.0005,574.4749
-6.5807,114.2054,574.5117
-7.4499,114.5128,574.4863
-8.3982,114.999,574.7215
-8.7407,115.0926,574.6694
-7.2963,114.539,574.6695
-8.0839,114.9528,574.8734
-8.5605,115.1168,574.85
-7.1146,114.5497,574.8491
-7.8405,114.9386,575.0341
-8.1359,115.0915,575.1144
-7.8403,115.0102,575.1779
-6.9771,114.7179,575.3201
-6.0295,114.3419,575.2097
-7.1157,114.9006,575.5767
-5.856,114.4201,575.4113
-8.3819,115.4293,575.5699
-6.2107,114.6009,575.6353
-7.9715,115.3669,575.7416
-6.738,114.8179,575.7208
-7.5588,115.1782,575.7681
-6.5729,114.8056,575.8033
-7.1161,115.085,575.9376
-6.9304,115.1532,576.1529
-23.3605,113.4171,579.908
-22.6265,113.0273,579.9031
-23.5408,113.4632,580.0802
-22.8166,113.1807,580.0776
-22.9972,113.3577,580.2579
-22.4451,113.0439,580.4338
-22.9078,113.3602,580.4454
-23.0232,113.5078,580.6291
-23.505,113.7089,580.6379
-22.8181,113.424,580.807
-23.3582,113.7551,580.8043
-23.1667,113.7412,580.973
